0.15;0.17
0.15;0.17
0.2;0.22
0.25;0.29
0.3;0.34
0.35;0.41
0.4;0.46
0.45;0.51
0.5;0.58
0.55;0.635
0.6;0.693
0.65;0.75
0.7;0.806
0.75;0.865
0.8;0.923
0.85;0.981
0.9;1.039
0.95;1.096
1;1.154
1.05;1.211
1.1;1.269
1.15;1.328
1.2;1.389
1.25;1.444
1.3;1.501
1.35;1.559
1.4;1.616
1.45;1.674
1.5;1.732
1.55;1.79
1.6;1.848
1.65;1.904
1.7;1.962
1.75;2.02
1.8;2.078
1.85;2.136
1.9;2.194
1.95;2.252
2;2.309
