-1.19273;-0.598159;-0.117811
-1.19273;-0.599025;-0.117811
-1.19273;-0.59989;-0.117811
-1.19273;-0.600755;-0.117811
-1.19273;-0.601621;-0.117811
-1.19273;-0.602486;-0.117811
-1.19273;-0.603351;-0.117811
-1.19273;-0.604217;-0.117811
-1.19273;-0.605082;-0.117811
-1.19273;-0.605947;-0.117811
-1.19273;-0.606813;-0.117811
-1.19273;-0.607678;-0.117811
-1.19273;-0.608543;-0.117811
-1.19273;-0.609409;-0.117811
-1.19273;-0.610274;-0.117811
-1.19273;-0.611139;-0.117811
-1.19273;-0.612005;-0.117811
-1.19273;-0.61287;-0.117811
-1.19273;-0.613735;-0.117811
-1.19273;-0.614601;-0.117811
-1.19273;-0.615466;-0.117811
-1.19273;-0.616331;-0.117811
-1.19273;-0.617197;-0.117811
-1.19273;-0.618062;-0.117811
-1.19273;-0.618927;-0.117811
-1.19273;-0.619793;-0.117811
-1.1936;-0.620658;-0.130874
-1.1936;-0.621523;-0.130874
-1.1936;-0.622389;-0.130874
-1.1936;-0.623254;-0.130874
-1.1936;-0.624119;-0.130874
-1.1936;-0.624985;-0.130874
-1.1936;-0.62585;-0.130874
-1.1936;-0.626715;-0.130874
-1.1936;-0.627581;-0.130874
-1.1936;-0.628446;-0.130874
-1.1936;-0.629311;-0.130874
-1.1936;-0.630177;-0.130874
-1.1936;-0.631042;-0.130874
-1.1936;-0.631907;-0.130874
-1.1936;-0.632773;-0.130874
-1.1936;-0.633638;-0.130874
-1.1936;-0.634503;-0.130874
-1.1936;-0.635369;-0.130874
-1.1936;-0.636234;-0.130874
-1.1936;-0.637099;-0.130874
-1.1936;-0.637965;-0.130874
-1.1936;-0.63883;-0.130874
-1.1936;-0.639695;-0.130874
-1.1936;-0.640561;-0.130874
-1.1936;-0.641426;-0.130874
-1.1936;-0.642292;-0.130874
-1.1936;-0.643157;-0.130874
-1.1936;-0.644022;-0.130874
-1.1936;-0.644888;-0.130874
-1.1936;-0.645753;-0.130874
-1.1936;-0.646618;-0.130874
-1.1936;-0.647484;-0.130874
-1.1936;-0.648349;-0.130874
-1.1936;-0.649214;-0.130874
-1.1936;-0.65008;-0.130874
-1.1936;-0.650945;-0.130874
-1.1936;-0.65181;-0.130874
-1.1936;-0.652676;-0.130874
-1.1936;-0.653541;-0.130874
-1.1936;-0.654406;-0.130874
-1.1936;-0.655271;-0.130874
-1.1936;-0.656137;-0.130874
-1.1936;-0.657002;-0.130874
-1.1936;-0.657867;-0.130874
-1.1936;-0.658733;-0.130874
-1.1936;-0.659598;-0.130874
-1.1936;-0.660463;-0.130874
-1.1936;-0.661329;-0.130874
-1.1936;-0.662194;-0.130874
-1.1936;-0.663059;-0.130874
-1.1936;-0.663925;-0.130874
-1.1936;-0.66479;-0.130874
-1.1936;-0.665655;-0.130874
-1.1936;-0.666521;-0.130874
-1.19273;-0.667386;-0.117811
-1.19273;-0.668251;-0.117811
-1.19273;-0.669116;-0.117811
-1.19273;-0.669982;-0.117811
-1.19273;-0.670847;-0.117811
-1.19273;-0.671712;-0.117811
-1.19273;-0.672578;-0.117811
-1.19273;-0.673443;-0.117811
-1.19273;-0.674308;-0.117811
-1.19273;-0.675174;-0.117811
-1.19273;-0.676039;-0.117811
-1.19273;-0.676904;-0.117811
-1.19273;-0.67777;-0.117811
-1.19273;-0.678635;-0.117811
-1.19273;-0.6795;-0.117811
-1.19273;-0.680365;-0.117811
-1.19273;-0.681231;-0.117811
-1.19273;-0.682096;-0.117811
-1.19273;-0.682961;-0.117811
-1.19273;-0.683827;-0.117811
-1.19273;-0.684692;-0.117811
-1.1936;-0.685557;-0.130874
-1.1936;-0.686423;-0.130874
-1.1936;-0.687288;-0.130874
-1.1936;-0.688153;-0.130874
-1.1936;-0.689019;-0.130874
-1.1936;-0.689884;-0.130874
-1.1936;-0.690749;-0.130874
-1.1936;-0.691615;-0.130874
-1.1936;-0.69248;-0.130874
-1.1936;-0.693345;-0.130874
-1.1936;-0.69421;-0.130874
-1.1936;-0.695076;-0.130874
-1.1936;-0.695941;-0.130874
-1.1936;-0.696806;-0.130874
-1.1936;-0.697672;-0.130874
-1.1936;-0.698537;-0.130874
-1.1936;-0.699402;-0.130874
-1.1936;-0.700268;-0.130874
-1.1936;-0.701133;-0.130874
-1.1936;-0.701998;-0.130874
-1.1936;-0.702864;-0.130874
-1.1936;-0.703729;-0.130874
-1.1936;-0.704594;-0.130874
-1.1936;-0.705459;-0.130874
-1.1936;-0.706325;-0.130874
-1.1936;-0.70719;-0.130874
-1.1936;-0.708055;-0.130874
-1.1936;-0.708921;-0.130874
-1.1936;-0.709786;-0.130874
-1.1936;-0.710651;-0.130874
-1.1936;-0.711517;-0.130874
-1.1936;-0.712382;-0.130874
-1.1936;-0.713247;-0.130874
-1.1936;-0.714113;-0.130874
-1.1936;-0.714978;-0.130874
-1.1936;-0.715843;-0.130874
-1.19273;-0.716709;-0.117811
-1.19273;-0.717574;-0.117811
-1.19273;-0.718439;-0.117811
-1.19273;-0.719304;-0.117811
-1.19273;-0.72017;-0.117811
-1.19273;-0.721035;-0.117811
-1.1936;-0.7219;-0.130874
-1.1936;-0.722766;-0.130874
-1.1936;-0.723631;-0.130874
-1.1936;-0.724496;-0.130874
-1.1936;-0.725362;-0.130874
-1.1936;-0.726227;-0.130874
-1.1936;-0.727092;-0.130874
-1.1936;-0.727958;-0.130874
-1.1936;-0.728823;-0.130874
-1.1936;-0.729688;-0.130874
-1.1936;-0.730553;-0.130874
-1.1936;-0.731419;-0.130874
-1.1936;-0.732284;-0.130874
-1.1936;-0.733149;-0.130874
-1.1936;-0.734015;-0.130874
-1.1936;-0.73488;-0.130874
-1.1936;-0.735745;-0.130874
-1.1936;-0.736611;-0.130874
