0.280466; -1.06155; 1.97437e-08;
0.287615; -1.04876; 1.9712e-08;
0.294623; -1.03585; 1.96632e-08;
0.301425; -1.02281; 1.95974e-08;
0.308062; -1.00965; 1.95207e-08;
0.314503; -0.996374; 1.94261e-08;
0.320751; -0.982975; 1.9328e-08;
0.326819; -0.96948; 1.92143e-08;
0.332658; -0.955874; 1.90976e-08;
0.338328; -0.942177; 1.89721e-08;
0.343756; -0.928384; 1.88423e-08;
0.348999; -0.914507; 1.87119e-08;
0.354019; -0.900549; 1.85749e-08;
0.358825; -0.886516; 1.84468e-08;
0.363427; -0.872414; 1.83124e-08;
0.367785; -0.858252; 1.81899e-08;
0.371958; -0.84403; 1.80676e-08;
0.375865; -0.829762; 1.79544e-08;
0.37958; -0.815448; 1.7851e-08;
0.383054; -0.801094; 1.7753e-08;
0.386308; -0.786715; 1.76752e-08;
0.389346; -0.772297; 1.75997e-08;
0.392138; -0.75788; 1.75523e-08;
0.394736; -0.74343; 1.75111e-08;
0.397068; -0.728989; 1.74941e-08;
0.399223; -0.714519; 1.74846e-08;
0.401177; -0.700005; 1.74846e-08;
0.402968; -0.685289; 1.74846e-08;
0.404611; -0.670396; 1.74846e-08;
0.406032; -0.655229; 1.74846e-08;
0.40729; -0.63981; 1.74846e-08;
0.408308; -0.624201; 1.74846e-08;
0.409132; -0.608272; 1.74846e-08;
0.409705; -0.59224; 1.74846e-08;
0.410046; -0.575812; 1.74846e-08;
0.410139; -0.559287; 1.74846e-08;
0.409938; -0.542482; 1.74846e-08;
0.409488; -0.525493; 1.74846e-08;
0.408717; -0.508327; 1.74846e-08;
0.407665; -0.490916; 1.74846e-08;
0.406778; -0.479252; 1.74846e-08;
0.405201; -0.461553; 1.74846e-08;
0.403277; -0.443753; 1.74846e-08;
0.401015; -0.425705; 1.74846e-08;
0.398413; -0.407616; 1.74846e-08;
0.395426; -0.389289; 1.74846e-08;
0.392103; -0.370907; 1.74846e-08;
0.388359; -0.352395; 1.74846e-08;
0.384261; -0.333781; 1.74846e-08;
0.379747; -0.315119; 1.74846e-08;
0.374838; -0.29634; 1.74846e-08;
0.36953; -0.277582; 1.74846e-08;
0.363836; -0.258792; 1.74846e-08;
0.357799; -0.240171; 1.74846e-08;
0.351416; -0.221711; 1.74846e-08;
0.34627; -0.208582; 1.74846e-08;
0.340089; -0.191619; 1.74846e-08;
0.332898; -0.17396; 1.74846e-08;
0.325386; -0.156535; 1.74846e-08;
0.317633; -0.139513; 1.74846e-08;
0.309593; -0.1227; 1.74846e-08;
0.301325; -0.106315; 1.74846e-08;
0.295659; -0.0954721; 1.74846e-08;
0.289094; -0.083983; 1.74846e-08;
0.281117; -0.0691817; 1.74846e-08;
0.272151; -0.0539146; 1.74846e-08;
0.262959; -0.0388701; 1.74846e-08;
0.253625; -0.0242758; 1.74846e-08;
0.244133; -0.00995045; 1.74846e-08;
0.23448; 0.00398788; 1.74846e-08;
0.227993; 0.0131174; 1.74846e-08;
0.218148; 0.0264549; 1.74846e-08;
0.208218; 0.0394794; 1.74846e-08;
0.198161; 0.052168; 1.74846e-08;
0.188082; 0.0644593; 1.74846e-08;
0.177864; 0.0765059; 1.74846e-08;
0.167689; 0.0880739; 1.74846e-08;
0.157402; 0.099429; 1.74846e-08;
0.147138; 0.11034; 1.74846e-08;
0.136781; 0.12107; 1.74846e-08;
0.126351; 0.131556; 1.74846e-08;
0.119308; 0.138481; 1.74846e-08;
0.10863; 0.148757; 1.74846e-08;
0.0977549; 0.158912; 1.74846e-08;
0.0867352; 0.168918; 1.74846e-08;
0.0755287; 0.178757; 1.74846e-08;
0.064176; 0.188471; 1.74846e-08;
0.052645; 0.197987; 1.74846e-08;
0.0409725; 0.207364; 1.74846e-08;
0.0291434; 0.216553; 1.74846e-08;
0.017169; 0.225573; 1.74845e-08;
0.005054; 0.234422; 1.74846e-08;
-0.00310135; 0.240209; 1.74846e-08;
-0.0154409; 0.248739; 1.74846e-08;
-0.0279208; 0.257079; 1.74845e-08;
-0.0363041; 0.262536; 1.74846e-08;
-0.0489753; 0.270547; 1.74846e-08;
-0.0574889; 0.275779; 1.74846e-08;
-0.070351; 0.283463; 1.74846e-08;
-0.083319; 0.290943; 1.74846e-08;
-0.0963891; 0.298205; 1.74846e-08;
-0.109548; 0.305281; 1.74846e-08;
-0.122797; 0.312109; 1.74846e-08;
-0.136122; 0.31876; 1.74846e-08;
-0.149532; 0.325163; 1.74846e-08;
-0.163; 0.331371; 1.74846e-08;
-0.176546; 0.337355; 1.74846e-08;
-0.190149; 0.343154; 1.74846e-08;
-0.203846; 0.348778; 1.74846e-08;
-0.21763; 0.354216; 1.74846e-08;
-0.231534; 0.35948; 1.74846e-08;
-0.245521; 0.364534; 1.74845e-08;
-0.259632; 0.36939; 1.74846e-08;
-0.273814; 0.374052; 1.74846e-08;
-0.288095; 0.378478; 1.74846e-08;
-0.297652; 0.381331; 1.74846e-08;
-0.312062; 0.385405; 1.74846e-08;
-0.326542; 0.389295; 1.74846e-08;
-0.34109; 0.392923; 1.74846e-08;
-0.355694; 0.396364; 1.74846e-08;
-0.370354; 0.399557; 1.74846e-08;
-0.38506; 0.402539; 1.74846e-08;
-0.39981; 0.405294; 1.74846e-08;
-0.414589; 0.40781; 1.74846e-08;
-0.429403; 0.410123; 1.74846e-08;
-0.439285; 0.41151; 1.74846e-08;
-0.454133; 0.413435; 1.74846e-08;
-0.468982; 0.415104; 1.74845e-08;
-0.483848; 0.416581; 1.74846e-08;
-0.498703; 0.417785; 1.74845e-08;
-0.513553; 0.418793; 1.74845e-08;
-0.528395; 0.419555; 1.74846e-08;
-0.543203; 0.420099; 1.74846e-08;
-0.558007; 0.420422; 1.74845e-08;
-0.572797; 0.420544; 1.74846e-08;
-0.58749; 0.420463; 1.74846e-08;
-0.602133; 0.420185; 1.74846e-08;
-0.616503; 0.419685; 1.74846e-08;
-0.630803; 0.418986; 1.74846e-08;
-0.644795; 0.41806; 1.74846e-08;
-0.65868; 0.416968; 1.74846e-08;
-0.672308; 0.415644; 1.74846e-08;
-0.685749; 0.414172; 1.74846e-08;
-0.699002; 0.412498; 1.74846e-08;
-0.711966; 0.410675; 1.74846e-08;
-0.724827; 0.408683; 1.74846e-08;
-0.7373; 0.406541; 1.74846e-08;
-0.749664; 0.404268; 1.74846e-08;
-0.765716; 0.400996; 1.74846e-08;
-0.77743; 0.398412; 1.74846e-08;
-0.785168; 0.396612; 1.74846e-08;
-0.796481; 0.39384; 1.74846e-08;
-0.807643; 0.390941; 1.74845e-08;
-0.81843; 0.387961; 1.74846e-08;
-0.829094; 0.384885; 1.74846e-08;
-0.839377; 0.381723; 1.74846e-08;
-0.84951; 0.378499; 1.74846e-08;
-0.856064; 0.376291; 1.74846e-08;
-0.865782; 0.372951; 1.74846e-08;
-0.875159; 0.369535; 1.74846e-08;
-0.881381; 0.367229; 1.74846e-08;
-0.890518; 0.363731; 1.74846e-08;
-0.899788; 0.360114; 1.74846e-08;
-0.90597; 0.357654; 1.74846e-08;
-0.915465; 0.353823; 1.74846e-08;
-0.925022; 0.349849; 1.74846e-08;
-0.934869; 0.345672; 1.74846e-08;
-0.948131; 0.339883; 1.74846e-08;
-0.958233; 0.335312; 1.74846e-08;
-0.968537; 0.330563; 1.74846e-08;
-0.975436; 0.327295; 1.74846e-08;
-0.985959; 0.322234; 1.74846e-08;
-0.996541; 0.316981; 1.74846e-08;
-1.00734; 0.3115; 1.74846e-08;
-1.01454; 0.307753; 1.74846e-08;
-1.02552; 0.301932; 1.74846e-08;
-1.03652; 0.295927; 1.74846e-08;
-1.04772; 0.289652; 1.74846e-08;
-1.05893; 0.283206; 1.74846e-08;
-1.07029; 0.276477; 1.74846e-08;
-1.0817; 0.269561; 1.74846e-08;
-1.09316; 0.26238; 1.74846e-08;
-1.10472; 0.254963; 1.74846e-08;
-1.11243; 0.249884; 1.74846e-08;
-1.12406; 0.242072; 1.74846e-08;
-1.13569; 0.234006; 1.74846e-08;
-1.14741; 0.225671; 1.74846e-08;
-1.15907; 0.217123; 1.74846e-08;
-1.17074; 0.208351; 1.74846e-08;
-1.18068; 0.200419; 1.74846e-08;
-1.18655; 0.195507; 1.74846e-08;
-1.19273; 0.189727; 1.74846e-08;
-1.19602; 0.185668; 1.74846e-08;
-1.19554; 0.18398; 1.74846e-08;
-1.19332; 0.183304; 1.74846e-08;
-1.18599; 0.185657; 1.74846e-08;
-1.17727; 0.188604; 1.74846e-08;
-1.16349; 0.194063; 1.74846e-08;
-1.14735; 0.20026; 1.74846e-08;
-1.12718; 0.207708; 1.74846e-08;
-1.10304; 0.216008; 1.74846e-08;
-1.07601; 0.224233; 1.74846e-08;
-1.04331; 0.23299; 1.74846e-08;
-1.0205; 0.23809; 1.74846e-08;
-0.981166; 0.245353; 1.74846e-08;
-0.93959; 0.250591; 1.74846e-08;
-0.907525; 0.253216; 1.74846e-08;
-0.858791; 0.254411; 1.74846e-08;
-0.804275; 0.252204; 1.74846e-08;
-0.748347; 0.245738; 1.74846e-08;
-0.687157; 0.233989; 1.74846e-08;
